column_name,layer,raw_field_name,field_type,coverage_count,non_empty_count,positive_count,example_values,description
raw_veh_2a_dry_0_1,raw_widget,VEH 2A DRY.0.1,CheckBox,5,5,2.0,1; 0,Raw PDF widget 'VEH 2A DRY.0.1' extracted from the OL 316 form.
raw_veh_2a_dry_1,raw_widget,VEH 2A DRY.1,CheckBox,2,2,1.0,0; 1,Raw PDF widget 'VEH 2A DRY.1' extracted from the OL 316 form.
raw_veh_2a_head_on_0_1,raw_widget,VEH 2A HEAD ON.0.1,CheckBox,5,5,1.0,0; 1,Raw PDF widget 'VEH 2A HEAD ON.0.1' extracted from the OL 316 form.
raw_veh_2a_head_on_1,raw_widget,VEH 2A HEAD ON.1,CheckBox,2,2,1.0,1; 0,Raw PDF widget 'VEH 2A HEAD ON.1' extracted from the OL 316 form.
raw_veh_2a_holes_0_1,raw_widget,VEH 2A HOLES.0.1,CheckBox,5,5,0.0,0,Raw PDF widget 'VEH 2A HOLES.0.1' extracted from the OL 316 form.
raw_veh_2a_holes_1,raw_widget,VEH 2A HOLES.1,CheckBox,2,2,0.0,0,Raw PDF widget 'VEH 2A HOLES.1' extracted from the OL 316 form.
raw_veh_2a_stopped_0_1,raw_widget,VEH 2A STOPPED.0.1,CheckBox,5,5,0.0,0,Raw PDF widget 'VEH 2A STOPPED.0.1' extracted from the OL 316 form.
raw_veh_2a_stopped_1,raw_widget,VEH 2A STOPPED.1,CheckBox,2,2,0.0,0,Raw PDF widget 'VEH 2A STOPPED.1' extracted from the OL 316 form.
raw_veh_2b_cloudy,raw_widget,VEH 2B CLOUDY,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2B CLOUDY' extracted from the OL 316 form.
raw_veh_2b_dusk,raw_widget,VEH 2B DUSK,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2B DUSK' extracted from the OL 316 form.
raw_veh_2b_loose,raw_widget,VEH 2B LOOSE,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2B LOOSE' extracted from the OL 316 form.
raw_veh_2b_proceeding,raw_widget,VEH 2B PROCEEDING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2B PROCEEDING' extracted from the OL 316 form.
raw_veh_2b_side_swipe,raw_widget,VEH 2B SIDE SWIPE,CheckBox,7,7,2.0,1; 0,Raw PDF widget 'VEH 2B SIDE SWIPE' extracted from the OL 316 form.
raw_veh_2b_wet,raw_widget,VEH 2B WET,CheckBox,7,7,1.0,0; 1,Raw PDF widget 'VEH 2B WET' extracted from the OL 316 form.
raw_veh_2c_dark,raw_widget,VEH 2C DARK,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2C DARK' extracted from the OL 316 form.
raw_veh_2c_obstruction,raw_widget,VEH 2C OBSTRUCTION,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2C OBSTRUCTION' extracted from the OL 316 form.
raw_veh_2c_raining,raw_widget,VEH 2C RAINING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2C RAINING' extracted from the OL 316 form.
raw_veh_2c_ran_off_road,raw_widget,VEH 2C RAN OFF ROAD,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2C RAN OFF ROAD' extracted from the OL 316 form.
raw_veh_2c_rear_end,raw_widget,VEH 2C REAR END,CheckBox,7,7,2.0,0; 1,Raw PDF widget 'VEH 2C REAR END' extracted from the OL 316 form.
raw_veh_2c_snowy,raw_widget,VEH 2C SNOWY,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2C SNOWY' extracted from the OL 316 form.
raw_veh_2d_broadside,raw_widget,VEH 2D BROADSIDE,CheckBox,7,7,1.0,0; 1,Raw PDF widget 'VEH 2D BROADSIDE' extracted from the OL 316 form.
raw_veh_2d_construction,raw_widget,VEH 2D CONSTRUCTION,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2D CONSTRUCTION' extracted from the OL 316 form.
raw_veh_2d_dark_no_light,raw_widget,VEH 2D DARK NO LIGHT,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2D DARK NO LIGHT' extracted from the OL 316 form.
raw_veh_2d_fog,raw_widget,VEH 2D FOG,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2D FOG' extracted from the OL 316 form.
raw_veh_2d_making_right_turn,raw_widget,VEH 2D MAKING RIGHT TURN,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2D MAKING RIGHT TURN' extracted from the OL 316 form.
raw_veh_2d_slippery,raw_widget,VEH 2D SLIPPERY,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2D SLIPPERY' extracted from the OL 316 form.
raw_veh_2d_snowing,raw_widget,VEH 2D SNOWING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2D SNOWING' extracted from the OL 316 form.
raw_veh_2e_hit_ojbect,raw_widget,VEH 2E HIT OJBECT,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2E HIT OJBECT' extracted from the OL 316 form.
raw_veh_2e_making_left_turn,raw_widget,VEH 2E MAKING LEFT TURN,CheckBox,7,7,1.0,0; 1,Raw PDF widget 'VEH 2E MAKING LEFT TURN' extracted from the OL 316 form.
raw_veh_2e_other,raw_widget,VEH 2E OTHER,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2E OTHER' extracted from the OL 316 form.
raw_veh_2e_reduced_roadway,raw_widget,VEH 2E REDUCED ROADWAY,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2E REDUCED ROADWAY' extracted from the OL 316 form.
raw_veh_2f_flooded,raw_widget,VEH 2F FLOODED,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2F FLOODED' extracted from the OL 316 form.
raw_veh_2f_making_u_turn,raw_widget,VEH 2F MAKING U TURN,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2F MAKING U TURN' extracted from the OL 316 form.
raw_veh_2f_overturned,raw_widget,VEH 2F OVERTURNED,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2F OVERTURNED' extracted from the OL 316 form.
raw_veh_2f_wind,raw_widget,VEH 2F WIND,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2F WIND' extracted from the OL 316 form.
raw_veh_2g_backing,raw_widget,VEH 2G BACKING,CheckBox,7,7,2.0,0; 1,Raw PDF widget 'VEH 2G BACKING' extracted from the OL 316 form.
raw_veh_2g_other,raw_widget,VEH 2G OTHER,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2G OTHER' extracted from the OL 316 form.
raw_veh_2g_vehicle,raw_widget,VEH 2G VEHICLE,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2G VEHICLE' extracted from the OL 316 form.
raw_veh_2h_no_unusual,raw_widget,VEH 2H NO UNUSUAL,CheckBox,7,7,6.0,1; 0,Raw PDF widget 'VEH 2H NO UNUSUAL' extracted from the OL 316 form.
raw_veh_2h_slowing,raw_widget,VEH 2H SLOWING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2H SLOWING' extracted from the OL 316 form.
raw_veh_2i_passing_other_vehicle,raw_widget,VEH 2I PASSING OTHER VEHICLE,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2I PASSING OTHER VEHICLE' extracted from the OL 316 form.
raw_veh_2j_changing_lanes,raw_widget,VEH 2J CHANGING LANES,CheckBox,7,7,1.0,0; 1,Raw PDF widget 'VEH 2J CHANGING LANES' extracted from the OL 316 form.
raw_veh_2k_parking_manuever,raw_widget,VEH 2K PARKING MANUEVER,CheckBox,7,7,1.0,1; 0,Raw PDF widget 'VEH 2K PARKING MANUEVER' extracted from the OL 316 form.
raw_veh_2l_entering_traffic,raw_widget,VEH 2L ENTERING TRAFFIC,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2L ENTERING TRAFFIC' extracted from the OL 316 form.
raw_veh_2m_other_unsfae_turning,raw_widget,VEH 2M OTHER UNSFAE TURNING,CheckBox,7,7,2.0,0; 1,Raw PDF widget 'VEH 2M OTHER UNSFAE TURNING' extracted from the OL 316 form.
raw_veh_2n_xing_into_opposing_lane,raw_widget,VEH 2N XING INTO OPPOSING LANE,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2N XING INTO OPPOSING LANE' extracted from the OL 316 form.
raw_veh_2p_merging,raw_widget,VEH 2P MERGING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2P MERGING' extracted from the OL 316 form.
raw_veh_2q_traveling,raw_widget,VEH 2Q TRAVELING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2Q TRAVELING' extracted from the OL 316 form.
raw_veh_2r_other,raw_widget,VEH 2R OTHER,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 2R OTHER' extracted from the OL 316 form.
raw_vehicle_identification_number,raw_widget,VEhICLE IDENTIfICATION NuMBER,Text,826,1,0.0,5TDDGRFHXHS029819,Raw PDF widget 'VEhICLE IDENTIfICATION NuMBER' extracted from the OL 316 form.
raw_vehicle_identification_number_2,raw_widget,VEhICLE IDENTIfICATION NuMBER_2,Text,826,45,0.0,UNK; unk; unk.,Raw PDF widget 'VEhICLE IDENTIfICATION NuMBER_2' extracted from the OL 316 form.
raw_vehicle_year,raw_widget,VEhICLE YEAR,Text,826,825,0.0,2019; 2017; 2018,Raw PDF widget 'VEhICLE YEAR' extracted from the OL 316 form.
raw_vehicle_year_2,raw_widget,VEhICLE YEAR_2,Text,826,454,0.0,2018; 2004; 2017,Raw PDF widget 'VEhICLE YEAR_2' extracted from the OL 316 form.
raw_weather_a_1,raw_widget,WEATHER A 1,CheckBox,819,819,688.0,1; 0,Raw PDF widget 'WEATHER A 1' extracted from the OL 316 form.
raw_weather_a_2,raw_widget,WEATHER A 2,CheckBox,819,819,612.0,1; 0,Raw PDF widget 'WEATHER A 2' extracted from the OL 316 form.
raw_weather_b_1,raw_widget,WEATHER B 1,CheckBox,819,819,87.0,0; 1,Raw PDF widget 'WEATHER B 1' extracted from the OL 316 form.
raw_weather_b_2,raw_widget,WEATHER B 2,CheckBox,819,819,72.0,0; 1,Raw PDF widget 'WEATHER B 2' extracted from the OL 316 form.
raw_weather_c_1,raw_widget,WEATHER C 1,CheckBox,819,819,36.0,0; 1,Raw PDF widget 'WEATHER C 1' extracted from the OL 316 form.
raw_weather_c_2,raw_widget,WEATHER C 2,CheckBox,819,819,26.0,0; 1,Raw PDF widget 'WEATHER C 2' extracted from the OL 316 form.
raw_weather_d_1,raw_widget,WEATHER D 1,CheckBox,819,819,0.0,0,Raw PDF widget 'WEATHER D 1' extracted from the OL 316 form.
raw_weather_d_2,raw_widget,WEATHER D 2,CheckBox,819,819,0.0,0,Raw PDF widget 'WEATHER D 2' extracted from the OL 316 form.
raw_weather_e_1,raw_widget,WEATHER E 1,CheckBox,819,819,5.0,0; 1,Raw PDF widget 'WEATHER E 1' extracted from the OL 316 form.
raw_weather_e_2,raw_widget,WEATHER E 2,CheckBox,819,819,5.0,0; 1,Raw PDF widget 'WEATHER E 2' extracted from the OL 316 form.
raw_weather_f_1,raw_widget,WEATHER F 1,CheckBox,819,819,3.0,0; 1,Raw PDF widget 'WEATHER F 1' extracted from the OL 316 form.
raw_weather_f_2,raw_widget,WEATHER F 2,CheckBox,819,819,2.0,0; 1,Raw PDF widget 'WEATHER F 2' extracted from the OL 316 form.
raw_weather_g_1,raw_widget,WEATHER G 1,CheckBox,819,819,0.0,0,Raw PDF widget 'WEATHER G 1' extracted from the OL 316 form.
raw_weather_g_2,raw_widget,WEATHER G 2,CheckBox,819,819,0.0,0,Raw PDF widget 'WEATHER G 2' extracted from the OL 316 form.
raw_witness_name,raw_widget,WITNESS NAME,Text,826,24,0.0,NA; N/A; None,Raw PDF widget 'WITNESS NAME' extracted from the OL 316 form.
raw_witness_name_2,raw_widget,WITNESS NAME_2,Text,826,22,0.0,NA; N/A; None,Raw PDF widget 'WITNESS NAME_2' extracted from the OL 316 form.
raw_zip_code,raw_widget,ZIP CODE,Text,826,6,0.0,unk; NA; 94111,Raw PDF widget 'ZIP CODE' extracted from the OL 316 form.
raw_zip_code_2,raw_widget,Zip Code,Text,7,1,0.0,9,Raw PDF widget 'Zip Code' extracted from the OL 316 form.
raw_zip_code_2_0,raw_widget,ZIP CODE_2.0,Text,826,3,0.0,nan,Raw PDF widget 'ZIP CODE_2.0' extracted from the OL 316 form.
raw_zip_code_2_1_0,raw_widget,ZIP CODE_2.1.0,Text,826,3,0.0,nan,Raw PDF widget 'ZIP CODE_2.1.0' extracted from the OL 316 form.
raw_zip_code_2_1_1_0,raw_widget,ZIP CODE_2.1.1.0,Text,826,5,0.0,NA; 94111; 94538,Raw PDF widget 'ZIP CODE_2.1.1.0' extracted from the OL 316 form.
raw_zip_code_2_1_1_1,raw_widget,ZIP CODE_2.1.1.1,Text,826,3,0.0,nan,Raw PDF widget 'ZIP CODE_2.1.1.1' extracted from the OL 316 form.
raw_zipcode,raw_widget,ZIPCODE,Text,7,0,0.0,nan,Raw PDF widget 'ZIPCODE' extracted from the OL 316 form.
report_id,normalized,nan,derived,832,832,0.0,gm-cruise-collision-report-january-7-2019-pdf; aurora-innovation-collision-report-january-10-2019-pdf; gm-cruise-collision-report-january-10-2019-pdf,Stable report identifier derived from the PDF slug in the manifest.
report_title,normalized,nan,derived,832,832,0.0,"GM Cruise January 7, 2019 (PDF); Aurora Innovation January 10, 2019 (PDF); GM Cruise January 10, 2019 (PDF)",DMV page title for the report entry.
report_date_manifest,normalized,nan,derived,832,832,0.0,2019-01-07; 2019-01-10; 2019-01-26,Report date from the DMV page manifest.
report_year_folder,normalized,nan,derived,832,832,0.0,2019; 2020; 2021,Year-based folder used for local storage.
page_url,normalized,nan,derived,832,832,0.0,https://www.dmv.ca.gov/portal/file/gm-cruise-collision-report-january-7-2019-pdf/; https://www.dmv.ca.gov/portal/file/aurora-innovation-collision-report-january-10-2019-pdf/; https://www.dmv.ca.gov/portal/file/gm-cruise-collision-report-january-10-2019-pdf/,Original DMV page URL serving the PDF.
pdf_path,normalized,nan,derived,832,832,0.0,reports/2019/gm-cruise-collision-report-january-7-2019-pdf.pdf; reports/2019/aurora-innovation-collision-report-january-10-2019-pdf.pdf; reports/2019/gm-cruise-collision-report-january-10-2019-pdf.pdf,Relative path to the mirrored PDF file.
pdf_exists,normalized,nan,derived,832,832,832.0,1,Whether the PDF file existed when parsing ran.
page_count,normalized,nan,derived,832,832,2.0,3; 1; 2,Number of pages in the PDF.
ol316_revision,normalized,nan,derived,832,829,0.0,2/2017; 7/2020,Form revision parsed from the first page header.
manufacturer_name,normalized,nan,derived,832,826,0.0,GM Cruise LLC; Aurora Innovation Inc; Waymo LLC,Manufacturer name from Section 1.
avt_number,normalized,nan,derived,832,9,0.0,AVT; 003; AVDT004,AVT permit number from Section 1.
business_name,normalized,nan,derived,832,824,0.0,Cruise; Aurora Innovation Inc; Waymo LLC,Business name from Section 1.
business_phone,normalized,nan,derived,832,0,0.0,nan,Combined business phone number from Section 1.
manufacturer_street_address,normalized,nan,derived,832,3,0.0,1201 Bryant Street; 1149 Chess Drive; 1600 Amphitheatre Parkway,Manufacturer street address from Section 1.
manufacturer_city,normalized,nan,derived,832,5,0.0,San Francisco; Sa; Foster City,Manufacturer city from Section 1.
manufacturer_state,normalized,nan,derived,832,9,0.0,CA,Manufacturer state from Section 1.
manufacturer_zip_code,normalized,nan,derived,832,3,0.0,94103; 94404; 94043,Manufacturer ZIP code from Section 1.
accident_date,normalized,nan,derived,832,826,0.0,01/07/2019; 01/10/2019; 01/26/2019,Accident date from Section 2.
accident_time,normalized,nan,derived,832,825,0.0,06:54; 02:52; 11:29,Accident time from Section 2.
accident_meridiem,normalized,nan,derived,832,0,0.0,nan,AM or PM marker from Section 2.
vehicle1_year,normalized,nan,derived,832,825,0.0,2019; 2017; 2018,Testing vehicle model year.
vehicle1_make,normalized,nan,derived,832,825,0.0,Chevrolet; Lincoln; Chrysler,Testing vehicle make.
vehicle1_model,normalized,nan,derived,832,825,0.0,Bolt; MKZ; Pacifica,Testing vehicle model.
vehicle1_license_plate,normalized,nan,derived,832,1,0.0,67860S3,Testing vehicle license plate number.
vehicle1_vin,normalized,nan,derived,832,1,0.0,5TDDGRFHXHS029819,Testing vehicle VIN.
vehicle1_registration_state,normalized,nan,derived,832,813,0.0,CA; California; 2,State where vehicle 1 is registered.
accident_location_address,normalized,nan,derived,832,825,0.0,Folsom St. and 11th St.; Townsend and 3rd; S. Van Ness Ave between 12th St. and 13th St.,Accident address/location field.
accident_city,normalized,nan,derived,832,825,0.0,San Francisco; Mountain View; Los Altos,Accident city field.
accident_county,normalized,nan,derived,832,822,0.0,San Francisco; Santa Clara; Alameda,Accident county field.
accident_state,normalized,nan,derived,832,823,0.0,CA,Accident state field.
accident_zip_code,normalized,nan,derived,832,822,0.0,94103; 94107; 94041,Accident ZIP code field.
vehicle1_moving,normalized,nan,derived,832,832,0.0,0,Vehicle 1 marked as moving.
vehicle1_stopped_in_traffic,normalized,nan,derived,832,832,0.0,0,Vehicle 1 marked as stopped in traffic.
vehicle1_involved_pedestrian,normalized,nan,derived,832,832,0.0,0,Vehicle 1 involved a pedestrian.
vehicle1_involved_bicyclist,normalized,nan,derived,832,832,0.0,0,Vehicle 1 involved a bicyclist.
vehicle1_involved_other,normalized,nan,derived,832,832,0.0,0,Vehicle 1 involved some other party type.
vehicle1_other_text,normalized,nan,derived,832,174,0.0,Skateboarder; Truck; Scooter,Free-text description for vehicle 1 'Other' party type.
number_of_vehicles_involved,normalized,nan,derived,832,818,125.0,2; 3; 1,Number of vehicles involved in the collision.
vehicle1_driver_name,normalized,nan,derived,832,7,0.0,N/A - Driverless; Zoox,Vehicle 1 driver name field.
vehicle1_driver_license_number,normalized,nan,derived,832,6,0.0,N/A - Driverless,Vehicle 1 driver license number field.
vehicle1_driver_license_state,normalized,nan,derived,832,532,0.0,CA; OR; IL,Vehicle 1 driver license state field.
vehicle1_driver_date_of_birth,normalized,nan,derived,832,2,0.0,1/28/2022; 04/15/1992,Vehicle 1 driver date of birth field.
vehicle1_insurance_company,normalized,nan,derived,832,0,0.0,nan,Vehicle 1 insurance or surety company.
vehicle1_policy_number,normalized,nan,derived,832,1,1.0,1,Vehicle 1 insurance policy number.
vehicle1_company_naic_number,normalized,nan,derived,832,1,0.0,24147,Vehicle 1 insurer NAIC number.
vehicle1_policy_from,normalized,nan,derived,832,0,0.0,nan,Vehicle 1 insurance policy start date.
vehicle1_policy_to,normalized,nan,derived,832,0,0.0,nan,Vehicle 1 insurance policy end date.
vehicle1_damage_level,normalized,nan,derived,832,824,0.0,moderate; minor; major,Damage severity selected for vehicle 1.
vehicle1_damage_zones,normalized,nan,derived,832,749,0.0,front_driver_side_1; front_driver_side_3; left_front_corner_1; rear_bumper; right_rear_1; right_rear_3; right_rear_1; right_rear_3; right_rear_passenger_2,Semicolon-separated selected vehicle 1 damage diagram regions.
vehicle2_year,normalized,nan,derived,832,454,0.0,2018; 2004; 2017,Other party vehicle year from Section 3.
vehicle2_model,normalized,nan,derived,832,658,0.0,Pcx150; Honda CR-V; Prius,Other party vehicle model field from Section 3.
vehicle2_license_plate,normalized,nan,derived,832,18,0.0,unk.; Unk.; Unk,Vehicle 2 license plate number.
vehicle2_vin,normalized,nan,derived,832,45,0.0,UNK; unk; unk.,Vehicle 2 VIN.
vehicle2_registration_state,normalized,nan,derived,832,563,0.0,CA; California; unk.,State where vehicle 2 is registered.
vehicle2_moving,normalized,nan,derived,832,832,0.0,0,Vehicle 2 marked as moving.
vehicle2_stopped_in_traffic,normalized,nan,derived,832,832,0.0,0,Vehicle 2 marked as stopped in traffic.
vehicle2_involved_pedestrian,normalized,nan,derived,832,832,0.0,0,Vehicle 2 involved a pedestrian.
vehicle2_involved_bicyclist,normalized,nan,derived,832,832,0.0,0,Vehicle 2 involved a bicyclist.
vehicle2_involved_other,normalized,nan,derived,832,832,0.0,0,Vehicle 2 involved some other party type.
vehicle2_other_text,normalized,nan,derived,832,81,0.0,Parked; Skateboarder; Electric Scooterist,Free-text description for vehicle 2 'Other' party type.
vehicle2_driver_name,normalized,nan,derived,832,29,0.0,UNK; unk.; unk,Vehicle 2 driver name field.
vehicle2_driver_license_number,normalized,nan,derived,832,35,0.0,unk; UNK; unk.,Vehicle 2 driver license number field.
vehicle2_driver_license_state,normalized,nan,derived,832,309,0.0,un; CA; Un,Vehicle 2 driver license state field.
vehicle2_driver_date_of_birth,normalized,nan,derived,832,2,0.0,UNK,Vehicle 2 driver date of birth field.
vehicle2_insurance_company,normalized,nan,derived,832,36,0.0,UNK; unk.; Unknown,Vehicle 2 insurance or surety company.
vehicle2_policy_number,normalized,nan,derived,832,39,0.0,UNK; unk; unk.,Vehicle 2 insurance policy number.
vehicle2_company_naic_number,normalized,nan,derived,832,45,0.0,UNK; unk.; Unknown,Vehicle 2 insurer NAIC number.
vehicle2_policy_from,normalized,nan,derived,832,4,0.0,UNK; 07/01/2023,Vehicle 2 insurance policy start date.
vehicle2_policy_to,normalized,nan,derived,832,5,0.0,UNK; 07/28/2022; 07/01/2024,Vehicle 2 insurance policy end date.
vehicle2_additional_information_attached,normalized,nan,derived,832,832,0.0,0,Whether Section 3 indicates additional information attached.
party1_name,normalized,nan,derived,832,31,0.0,NA; N/A; None,Section 4 first person or property-damage record name.
party1_address,normalized,nan,derived,832,8,0.0,unk; NA; N/A,Section 4 first record address.
party1_city,normalized,nan,derived,832,9,0.0,unk; NA; N/A,Section 4 first record city.
party1_state,normalized,nan,derived,832,36,0.0,un; NA; CA,Section 4 first record state.
party1_zip_code,normalized,nan,derived,832,6,0.0,unk; NA; 94111,Section 4 first record ZIP code.
party1_injured,normalized,nan,derived,832,832,0.0,0,Section 4 first record marked injured.
party1_deceased,normalized,nan,derived,832,832,0.0,0,Section 4 first record marked deceased.
party1_driver,normalized,nan,derived,832,832,0.0,0,Section 4 first record marked driver.
party1_passenger,normalized,nan,derived,832,832,0.0,0,Section 4 first record marked passenger.
party1_bicyclist,normalized,nan,derived,832,832,0.0,0,Section 4 first record marked bicyclist.
party1_property,normalized,nan,derived,832,832,0.0,0,Section 4 first record marked property.
party2_name,normalized,nan,derived,832,24,0.0,NA; N/A; None,Section 4 second person or property-damage record name.
party2_address,normalized,nan,derived,832,5,0.0,NA; N/A,Section 4 second record address.
party2_city,normalized,nan,derived,832,5,0.0,NA; N/A,Section 4 second record city.
party2_state,normalized,nan,derived,832,14,0.0,NA; CA,Section 4 second record state.
party2_zip_code,normalized,nan,derived,832,3,0.0,nan,Section 4 second record ZIP code.
party2_injured,normalized,nan,derived,832,832,0.0,0,Section 4 second record marked injured.
party2_deceased,normalized,nan,derived,832,832,0.0,0,Section 4 second record marked deceased.
party2_driver,normalized,nan,derived,832,832,0.0,0,Section 4 second record marked driver.
party2_passenger,normalized,nan,derived,832,832,0.0,0,Section 4 second record marked passenger.
party2_bicyclist,normalized,nan,derived,832,832,0.0,0,Section 4 second record marked bicyclist.
party2_property,normalized,nan,derived,832,832,0.0,0,Section 4 second record marked property.
property_damage_description,normalized,nan,derived,832,39,0.0,NA; N/A; Bicycle damage,Section 4 property damage description.
property_owner_name,normalized,nan,derived,832,5,0.0,NA; N/A,Property owner name from Section 4.
property_owner_phone,normalized,nan,derived,832,0,0.0,nan,Combined property owner phone number.
property_owner_address,normalized,nan,derived,832,7,0.0,NA; N/A; Three Embarcadero Center,Property owner street address.
property_owner_city,normalized,nan,derived,832,8,0.0,NA; N/A; San,Property owner city.
property_owner_state,normalized,nan,derived,832,7,0.0,NA; CA,Property owner state.
property_owner_zip_code,normalized,nan,derived,832,5,0.0,NA; 94111; 94538,Property owner ZIP code.
witness1_name,normalized,nan,derived,832,24,0.0,NA; N/A; None,First witness name.
witness1_phone,normalized,nan,derived,832,0,0.0,nan,Combined first witness phone number.
witness1_address,normalized,nan,derived,832,5,0.0,NA; N/A,First witness street address.
witness1_city,normalized,nan,derived,832,5,0.0,NA; N/A,First witness city.
witness1_state,normalized,nan,derived,832,24,0.0,NA; CA,First witness state.
witness1_zip_code,normalized,nan,derived,832,3,0.0,nan,First witness ZIP code.
witness2_name,normalized,nan,derived,832,22,0.0,NA; N/A; None,Second witness name.
witness2_phone,normalized,nan,derived,832,0,0.0,nan,Combined second witness phone number.
witness2_address,normalized,nan,derived,832,5,0.0,NA; N/A,Second witness street address.
witness2_city,normalized,nan,derived,832,5,0.0,NA; N/A,Second witness city.
witness2_state,normalized,nan,derived,832,14,0.0,NA; CA,Second witness state.
witness2_zip_code,normalized,nan,derived,832,3,0.0,nan,Second witness ZIP code.
section4_additional_information_attached,normalized,nan,derived,832,832,0.0,0,Whether Section 4 indicates additional information attached.
mode_autonomous,normalized,nan,derived,832,832,0.0,0,Section 5 marked autonomous mode.
mode_conventional,normalized,nan,derived,832,832,0.0,0,Section 5 marked conventional mode.
mode_from_form,normalized,nan,derived,832,0,0.0,nan,Driving mode inferred directly from Section 5 checkboxes.
mode_from_narrative,normalized,nan,derived,832,743,0.0,conventional; autonomous; ambiguous,Driving mode heuristically inferred from the narrative text.
mode_resolved,normalized,nan,derived,832,743,0.0,conventional; autonomous; ambiguous,Best-effort mode label preferring the form checkbox and falling back to the narrative.
narrative_text,normalized,nan,derived,832,825,0.0,"A Cruise autonomous vehicle (“Cruise AV”), operating in conventional mode, was making a left turn from northeast bound Folsom Street onto northwest bound 11th Street when a scooterist, attempting to pass the Cruise AV on the left, made contact with the front left side of the Cruise AV, damaging the front left fender, radar, and wheel well of the Cruise AV.  The scooterist reported injuries and emergency services and the police arrived at the scene, but the scooterist declined medical treatment.  No police report was available at the time of the filing of this report.; On 01/10/19 at 2:52pm, an Aurora vehicle, while stopped at a red traffic light in manual mode on Townsend and 3rd, was struck in the rear bumber by a Honda CR-V approaching from behind. There was moderate damage to the Aurora vehicle's right sensor, mount, and side quarter panel. There was minimal damage to the Honda's front right bumper. Both vehicles were operational and pulled over on a side street to exchange vehicle and insurance information. No injuries were reported and no police were requested nor present at the scene.; A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling northbound on South Van Ness Street near the Howard Street fork when another vehicle, turning right onto South Van Ness from Howard, made contact with the right rear corner of the Cruise AV, causing damage to the Cruise AV’s rear bumper.  There were no injuries and police were not called.",Full free-text accident description from Section 5.
section5_additional_information_attached,normalized,nan,derived,832,832,4.0,0; 1,Whether Section 5 indicates additional information attached.
weather_vehicle1_codes,normalized,nan,derived,832,813,0.0,A; B; C,Normalized derived field.
weather_vehicle1_labels,normalized,nan,derived,832,813,0.0,clear; cloudy; raining,Selected page-3 weather labels for vehicle 1.
weather_vehicle2_codes,normalized,nan,derived,832,712,0.0,A; B; C,Normalized derived field.
weather_vehicle2_labels,normalized,nan,derived,832,712,0.0,clear; cloudy; raining,Selected page-3 weather labels for vehicle 2.
lighting_vehicle1_codes,normalized,nan,derived,832,815,0.0,C; A; B,Normalized derived field.
lighting_vehicle1_labels,normalized,nan,derived,832,815,0.0,dark_street_lights; daylight; dusk_dawn,Selected page-3 lighting labels for vehicle 1.
lighting_vehicle2_codes,normalized,nan,derived,832,712,0.0,C; A; B,Normalized derived field.
lighting_vehicle2_labels,normalized,nan,derived,832,712,0.0,dark_street_lights; daylight; dusk_dawn,Selected page-3 lighting labels for vehicle 2.
roadway_surface_vehicle1_codes,normalized,nan,derived,832,788,0.0,A; B,Normalized derived field.
roadway_surface_vehicle1_labels,normalized,nan,derived,832,788,0.0,dry; wet,Selected roadway surface labels for vehicle 1.
roadway_surface_vehicle2_codes,normalized,nan,derived,832,685,0.0,A; B,Normalized derived field.
roadway_surface_vehicle2_labels,normalized,nan,derived,832,685,0.0,dry; wet,Selected roadway surface labels for vehicle 2.
movement_vehicle1_codes,normalized,nan,derived,832,815,0.0,E; A; B,Normalized derived field.
